City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Omaha;Nebraska;34.2;218789;225098;443887;24503;48263;2.47;NE;American Indian and Alaska Native;6318
Kenosha;Wisconsin;36.3;49349;50507;99856;6238;7443;2.55;WI;Hispanic or Latino;18772
Athens-Clarke County unified government;Georgia;26.5;57415;65148;122563;3953;12868;2.44;GA;Hispanic or Latino;13159
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;White;205512
Scranton;Pennsylvania;38.5;37975;39137;77112;5059;8069;2.39;PA;Black or African-American;6256
Union City;New Jersey;35.4;35376;33773;69149;705;40553;2.85;NJ;Hispanic or Latino;53174
New Britain;Connecticut;33.4;37350;35459;72809;2219;15080;2.52;CT;Asian;2297
El Cajon;California;32.7;54450;49238;103688;7103;31865;3.14;CA;Asian;4561
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.5700000000000003;LA;Hispanic or Latino;17769
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;Hispanic or Latino;59176
East Los Angeles;California;32.6;60460;59206;119666;1101;49575;3.75;CA;Black or African-American;508
Saint Louis;Missouri;35.0;153026;162659;315685;17060;21802;2.16;MO;Asian;12209
Pleasanton;California;41.3;36662;42857;79519;2424;23208;2.87;CA;Asian;27662
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;Asian;1723
Wilmington;North Carolina;35.5;52346;63601;115947;5908;7401;2.24;NC;Hispanic or Latino;6811
Centreville;Virginia;36.0;34749;37033;71782;3779;27797;2.969999999999999;VA;Hispanic or Latino;9613
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;Black or African-American;1041
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;Black or African-American;5631
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;Black or African-American;84569
Kennewick;Washington;32.0;38492;40411;78903;5158;8376;2.7800000000000002;WA;Black or African-American;2887
Edinburg;Texas;29.3;39422;45079;84501;2409;16569;3.31;TX;White;77560
Fishers;Indiana;34.5;42161;43910;86071;2469;6138;2.8;IN;Asian;7571
Brandon;Florida;36.1;55679;58289;113968;9417;16390;2.64;FL;Hispanic or Latino;26224
Marysville;Washington;33.2;33436;33337;66773;5714;7721;2.79;WA;Black or African-American;1800
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.8200000000000003;NY;Hispanic or Latino;5957
Columbus;Georgia;33.7;98785;101794;200579;21747;10376;2.62;GA;Hispanic or Latino;15180
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;White;78636
Kendall;Florida;40.2;36658;39808;76466;1678;31180;2.81;FL;Hispanic or Latino;47521
Albany;New York;32.8;47627;50825;98452;3643;11948;2.08;NY;White;58368
Saint Charles;Missouri;34.9;32054;36747;68801;4371;5274;2.33;MO;Black or African-American;6842
Hartford;Connecticut;31.0;58042;65972;124014;3130;28467;2.59;CT;Asian;4105
Waldorf;Maryland;33.6;35640;39872;75512;6932;5954;2.69;MD;American Indian and Alaska Native;1918
Apple Valley;California;34.3;32873;39312;72185;5714;5801;3.03;CA;American Indian and Alaska Native;1446
Danbury;Connecticut;37.3;43435;41227;84662;3752;25675;2.74;CT;American Indian and Alaska Native;1086
Jersey City;New Jersey;34.3;131765;132512;264277;4374;109186;2.5700000000000003;NJ;White;99300
Metairie;Louisiana;41.6;69515;76943;146458;7187;19871;2.39;LA;Black or African-American;17263
Rio Rancho;New Mexico;38.3;47251;46904;94155;8527;5200;2.86;NM;Black or African-American;3970
Hemet;California;36.8;38622;45251;83873;5613;13330;2.969999999999999;CA;Asian;3697
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;Asian;10102
Thornton;Colorado;33.1;65482;67977;133459;7261;17949;2.969999999999999;CO;Black or African-American;4569
Columbia;South Carolina;28.0;67686;65707;133393;5708;6074;2.32;SC;Black or African-American;56398
Enterprise;Nevada;34.1;69146;66328;135474;7526;31173;2.89;NV;White;85505
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;American Indian and Alaska Native;682
Ellicott City;Maryland;42.4;34406;36526;70932;3856;17587;2.73;MD;White;43537
Bk;California;37.0;50405;54909;105314;4048;32435;2.52;CA;Hispanic or Latino;22089
Houston;Texas;32.6;1149686;1148942;2298628;71898;696210;2.66;TX;Hispanic or Latino;1028148
Oceanside;California;39.4;87482;88232;175714;18051;37492;2.719999999999999;CA;Black or African-American;11907
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;White;100083
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;American Indian and Alaska Native;1076
German;Maryland;34.9;41115;43007;84122;2443;27877;2.95;MD;White;43330
Pittsburg;California;34.5;33309;36118;69427;2109;21043;3.15;CA;White;25996
New Bedford;Massachusetts;38.6;43793;51166;94959;4185;19024;2.39;MA;Black or African-American;8890
Carlsbad;California;42.1;55119;58347;113466;6031;17689;2.68;CA;Hispanic or Latino;12969
High Point;North Carolina;35.5;51751;58077;109828;5204;16315;2.65;NC;Asian;11060
Salt Lake City;Utah;32.1;98364;94296;192660;6829;32166;2.38;UT;Asian;13153
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;Black or African-American;30075
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;American Indian and Alaska Native;3618
Buffalo;New York;33.1;124537;133529;258066;11231;24630;2.27;NY;Asian;14518
Seattle;Washington;35.5;345659;338784;684443;29364;119840;2.13;WA;White;511401
Omaha;Nebraska;34.2;218789;225098;443887;24503;48263;2.47;NE;Asian;19105
Weston;Florida;38.6;32956;36991;69947;1507;30876;3.34;FL;Black or African-American;3697
Warwick;Rhode Island;42.6;39289;42409;81698;5799;5318;2.4;RI;White;76999
Nashville;Tennessee;34.1;314231;340365;654596;27942;88193;2.39;TN;American Indian and Alaska Native;5474
Norman;Oklahoma;30.9;59483;60814;120297;5578;8705;2.47;OK;Hispanic or Latino;11732
Waldorf;Maryland;33.6;35640;39872;75512;6932;5954;2.69;MD;Hispanic or Latino;4810
Sioux City;Iowa;34.3;38827;43949;82776;4093;7471;2.5700000000000003;IA;Black or African-American;3994
Cedar Rapids;Iowa;36.2;63109;67296;130405;7823;5404;2.32;IA;White;116851
Bolingbrook;Illinois;33.7;36295;35801;72096;2951;15212;3.42;IL;Asian;9788
Palo Alto;California;40.2;31451;35397;66848;2025;23348;2.55;CA;American Indian and Alaska Native;556
Jackson;Tennessee;35.3;30007;36973;66980;3529;2097;2.52;TN;Asian;1171
Norfolk;Virginia;30.2;128917;117476;246393;29445;16702;2.51;VA;White;127741
Mayagüez;Puerto Rico;38.1;30799;35782;66581;;;;PR;Hispanic or Latino;65521
Lynn;Massachusetts;34.8;44598;47861;92459;3093;29899;2.81;MA;Hispanic or Latino;33250
Redding;California;38.8;42530;49049;91579;6926;5181;2.42;CA;Hispanic or Latino;9143
Redding;California;38.8;42530;49049;91579;6926;5181;2.42;CA;White;81244
Las Cruces;New Mexico;32.7;47835;53809;101644;9421;11888;2.58;NM;American Indian and Alaska Native;2368
Carson;California;40.4;43790;49506;93296;4273;33860;3.7;CA;American Indian and Alaska Native;2119
Farmington Hills;Michigan;42.1;37527;43805;81332;3650;18033;2.41;MI;Asian;10759
Pueblo;Colorado;37.6;55635;53784;109419;7989;3578;2.44;CO;American Indian and Alaska Native;7306
Torrance;California;41.2;73209;75259;148468;8459;43096;2.7;CA;White;80498
Lawton;Oklahoma;31.1;51099;45560;96659;11572;6123;2.719999999999999;OK;Asian;5173
Santa Fe;New Mexico;44.1;40601;43511;84112;5083;13824;2.41;NM;Hispanic or Latino;45884
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;Black or African-American;4013
San Jose;California;36.5;518317;508602;1026919;27269;401493;3.13;CA;Hispanic or Latino;331232
Milpitas;California;36.8;40098;37519;77617;1608;39436;3.32;CA;Asian;52617
Chattanooga;Tennessee;36.6;83640;92957;176597;10001;10599;2.4;TN;Asian;4602
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;Black or African-American;2954
Union City;California;38.5;38599;35911;74510;1440;32752;3.46;CA;Black or African-American;5508
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;Asian;22428
Cedar Park;Texas;34.4;31248;33589;64837;3090;5207;3.05;TX;White;56991
Passaic;New Jersey;30.4;36505;34577;71082;693;24174;3.56;NJ;Black or African-American;5230
Lewisville;Texas;31.6;52776;52032;104808;4211;24865;2.7800000000000002;TX;Hispanic or Latino;31757
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Asian;76859
Mountain View;California;33.5;42493;37945;80438;1376;31857;2.46;CA;American Indian and Alaska Native;577
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;Black or African-American;29391
Folsom;California;40.9;41051;35317;76368;4187;13234;2.62;CA;White;57435
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.5300000000000002;IN;Hispanic or Latino;83426
Rialto;California;31.6;49902;53235;103137;2036;32741;3.83;CA;Black or African-American;11800
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Asian;16189
Montgomery;Alabama;35.4;94582;106004;200586;14955;9337;2.41;AL;Hispanic or Latino;6648
Topeka;Kansas;37.1;60879;66378;127257;9608;6711;2.32;KS;Black or African-American;15030
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;White;708171
Santa Clarita;California;38.1;90192;92175;182367;8537;40666;3.02;CA;Hispanic or Latino;56944
Pawtucket;Rhode Island;39.2;36072;35511;71583;3173;17884;2.41;RI;White;47614
Alameda;California;41.4;37747;40867;78614;4504;18841;2.52;CA;American Indian and Alaska Native;1329
Riverview;Florida;32.2;44210;45536;89746;6943;12240;3.22;FL;Asian;3582
Birmingham;Alabama;35.6;102122;112789;214911;13212;8258;2.21;AL;American Indian and Alaska Native;1319
Carmel;Indiana;39.9;42928;46101;89029;2723;9645;2.71;IN;Hispanic or Latino;3111
Fort Worth;Texas;32.6;414126;422843;836969;39182;143404;2.88;TX;Asian;42053
Detroit;Michigan;34.8;319265;357859;677124;29511;39861;2.6;MI;American Indian and Alaska Native;6007
Colorado Springs;Colorado;34.8;225544;231018;456562;49291;35320;2.48;CO;Black or African-American;38976
Nampa;Idaho;31.4;45651;44199;89850;4736;6607;2.98;ID;Asian;1486
Spring Hill;Florida;45.1;48295;54902;103197;9737;7893;2.58;FL;White;91742
Richardson;Texas;35.5;54676;56151;110827;4797;29579;2.83;TX;Hispanic or Latino;15762
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.5300000000000002;CO;Black or African-American;1154
Wyoming;Michigan;32.8;35967;39310;75277;3447;8612;2.65;MI;Asian;3227
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;Asian;14683
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;Asian;2175
Chicago;Illinois;34.2;1320015;1400541;2720556;72042;573463;2.5300000000000002;IL;Hispanic or Latino;785725
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;Asian;1570
Bloomington;Illinois;35.1;37972;40323;78295;3888;7287;2.34;IL;Black or African-American;11240
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;Hispanic or Latino;425414
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.5700000000000003;LA;White;44863
Manteca;California;35.3;37053;38397;75450;3936;13942;3.25;CA;White;56156
Lancaster;California;30.9;80668;80445;161113;7892;17247;3.25;CA;Black or African-American;36007
Deerfield Beach;Florida;41.4;37155;42614;79769;3882;23642;2.46;FL;Hispanic or Latino;12729
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;Black or African-American;3164
Paradise;Nevada;37.2;122784;114162;236946;14112;66712;2.65;NV;White;147624
Livermore;California;36.7;41522;46595;88117;3063;13959;2.91;CA;Asian;14116
Santa Rosa;California;37.9;86840;88149;174989;9101;33015;2.7;CA;American Indian and Alaska Native;8859
Santa Barbara;California;37.8;45068;46784;91852;4518;19441;2.51;CA;Hispanic or Latino;31102
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;White;57064
Daly City;California;39.7;53817;52757;106574;3782;56640;3.26;CA;Hispanic or Latino;24316
Salem;Oregon;35.4;80839;83704;164543;9685;19668;2.69;OR;Black or African-American;3770
East Orange;New Jersey;35.5;29995;34967;64962;1870;15164;2.85;NJ;American Indian and Alaska Native;535
Gary;Indiana;38.1;35876;41478;77354;3952;1884;2.35;IN;Asian;537
Hollywood;Florida;41.4;75358;74363;149721;6056;55158;2.65;FL;Hispanic or Latino;53247
Pomona;California;32.1;74945;78307;153252;3251;53879;3.63;CA;Asian;17646
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;White;72061
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Hispanic or Latino;128216
Antioch;California;34.0;54733;55809;110542;5681;24942;3.31;CA;Black or African-American;23227
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;Hispanic or Latino;99838
Akron;Ohio;38.1;96886;100667;197553;12878;10024;2.24;OH;American Indian and Alaska Native;1845
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.2800000000000002;FL;Hispanic or Latino;9561
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;American Indian and Alaska Native;2178
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;Hispanic or Latino;9137
Independence;Missouri;38.6;54348;62907;117255;10220;4911;2.33;MO;American Indian and Alaska Native;1883
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;Hispanic or Latino;3533
Centreville;Virginia;36.0;34749;37033;71782;3779;27797;2.969999999999999;VA;White;39129
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;Black or African-American;15495
Fort Myers;Florida;37.3;36850;37165;74015;4312;15365;2.45;FL;Asian;3519
Fall River;Massachusetts;39.3;43314;45456;88770;4143;14775;2.21;MA;American Indian and Alaska Native;1481
Glendale;California;42.1;98181;102844;201025;4448;111510;2.69;CA;Hispanic or Latino;30807
Akron;Ohio;38.1;96886;100667;197553;12878;10024;2.24;OH;Hispanic or Latino;3684
Pasco;Washington;28.6;35298;32799;68097;2052;16265;3.45;WA;Black or African-American;2265
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;Hispanic or Latino;207847
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;Hispanic or Latino;33229
Kenosha;Wisconsin;36.3;49349;50507;99856;6238;7443;2.55;WI;White;84780
Caguas;Puerto Rico;40.4;34743;42265;77008;;;;PR;American Indian and Alaska Native;624
West Palm Beach;Florida;39.6;49262;57520;106782;4917;30675;2.5300000000000002;FL;American Indian and Alaska Native;406
Clovis;California;37.8;52392;51780;104172;6173;13409;2.76;CA;Black or African-American;3434
Beaverton;Oregon;35.6;47325;49252;96577;4645;18933;2.46;OR;White;80975
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;Asian;18601
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;Asian;27089
New Britain;Connecticut;33.4;37350;35459;72809;2219;15080;2.52;CT;White;56431
Alexandria;Virginia;36.6;74989;78522;153511;10635;44030;2.2;VA;American Indian and Alaska Native;1133
Overland Park;Kansas;38.2;93355;93156;186511;10461;21407;2.41;KS;White;161153
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;American Indian and Alaska Native;251
Sioux Falls;South Dakota;34.6;86596;84934;171530;8658;12934;2.38;SD;White;149298
Huntsville;Alabama;38.1;91764;97350;189114;16637;12691;2.18;AL;Black or African-American;61561
Turlock;California;36.2;33190;39103;72293;3397;14686;2.76;CA;Hispanic or Latino;23559
Gainesville;Florida;26.0;60803;69330;130133;4788;15272;2.33;FL;Hispanic or Latino;12208
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;Hispanic or Latino;4015
Inglewood;California;34.9;52995;58661;111656;2703;34171;3.12;CA;White;33966
Saint Joseph;Missouri;35.7;37688;38408;76096;5846;3755;2.58;MO;Black or African-American;6964
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;Hispanic or Latino;10890
Tulsa;Oklahoma;35.0;197437;205654;403091;24672;43751;2.37;OK;Asian;16318
North Las Vegas;Nevada;32.2;116350;118443;234793;17256;49815;3.31;NV;White;137357
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;Hispanic or Latino;73793
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;Asian;8668
Lakewood;Colorado;37.7;76013;76576;152589;9988;14169;2.29;CO;Asian;7340
San Jose;California;36.5;518317;508602;1026919;27269;401493;3.13;CA;American Indian and Alaska Native;13776
Irvine;California;34.6;125411;131516;256927;5532;116366;2.73;CA;American Indian and Alaska Native;799
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;White;47454
Kendall;Florida;40.2;36658;39808;76466;1678;31180;2.81;FL;Black or African-American;2937
Columbus;Ohio;32.5;413981;435086;849067;40238;101129;2.4;OH;White;549468
Clearwater;Florida;47.0;55225;57754;112979;10631;17686;2.4;FL;Hispanic or Latino;17211
Syracuse;New York;30.3;69462;74690;144152;5845;17733;2.39;NY;American Indian and Alaska Native;3606
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.8200000000000003;FL;White;84328
Vacaville;California;35.8;50091;46703;96794;9064;10577;2.9;CA;Asian;9273
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;Asian;3194
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.5300000000000002;CO;American Indian and Alaska Native;601
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.8200000000000003;NY;White;40278
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;American Indian and Alaska Native;2689
Memphis;Tennessee;34.1;312237;343523;655760;31189;43318;2.55;TN;White;202961
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;Black or African-American;11255
Bk;California;37.0;50405;54909;105314;4048;32435;2.52;CA;American Indian and Alaska Native;1639
Appleton;Wisconsin;35.6;37217;38038;75255;4219;4454;2.49;WI;White;64674
Rialto;California;31.6;49902;53235;103137;2036;32741;3.83;CA;Hispanic or Latino;78571
Green Bay;Wisconsin;32.9;52517;52704;105221;5519;9813;2.37;WI;American Indian and Alaska Native;6547
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;American Indian and Alaska Native;1068
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;Black or African-American;99948
Springdale;Arkansas;31.8;36840;43614;80454;3397;19969;3.04;AR;Hispanic or Latino;30200
Saint Paul;Minnesota;31.5;149547;151293;300840;10548;56514;2.58;MN;White;191369
Nashua;New Hampshire;38.3;42926;45049;87975;5532;12693;2.46;NH;American Indian and Alaska Native;655
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;Hispanic or Latino;21372
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;Black or African-American;675
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;Black or African-American;11721
Santa Ana;California;30.8;167503;167920;335423;4735;152999;4.58;CA;Hispanic or Latino;262436
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;Black or African-American;2853
Huntington Beach;California;41.6;99967;101960;201927;10454;35368;2.67;CA;American Indian and Alaska Native;2843
Brentwood;New York;34.2;31395;32397;63792;1492;27058;4.98;NY;White;46347
Rochester;Minnesota;35.0;54934;57282;112216;6888;17763;2.55;MN;White;93477
